trialnum	subject	session	basicShape	numObjects	speed	initialDirRing0	fixatnPeriodFrames	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	direction0	direction1	direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	rev1_0	rev1_1	rev1_2	rev1_3	rev1_4	rev1_5	rev1_6	rev1_7	rev1_8	rev2_0	rev2_1	rev2_2	rev2_3	rev2_4	rev2_5	rev2_6	rev2_7	rev2_8	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue
59	a99	c	circle	4	0.1	-1	90	3 	 4.828850168292387 	 3 	 2.0	3.0	2.0	1	-1	1	-1	-999	-0.0	-999	1.7202 	3.2475 	4.1041 	5.0056 	5.5296 	-999	-999	-999	-999	2.0507 	2.888 	4.4978 	5.2152 	-999	-999	-999	-999	-999	2.0149 	2.9643 	4.6477 	5.4469 	-999	-999	-999	-999	-999	4	0	0
60	a99	c	circle	8	0.2935546874999915	1	115	3 	 4.898295027223183 	 3 	 2.0	2.0	0.0	0	1	-1	-1	0.0	-999	-999	3.0122 	3.7366 	5.6883 	-999	-999	-999	-999	-999	-999	1.8059 	3.061 	4.6322 	6.5704 	-999	-999	-999	-999	-999	2.5015 	4.3035 	5.6926 	-999	-999	-999	-999	-999	-999	4	0	0
61	a99	c	circle	4	0.8435546875000028	1	88	3 	 4.865107483871149 	 3 	 3.0	2.0	1.0	0	1	-1	-1	-0.0	-999	-999	2.2506 	4.1891 	4.7729 	5.8862 	-999	-999	-999	-999	-999	2.0474 	3.1574 	3.798 	4.9434 	6.8853 	-999	-999	-999	-999	2.9937 	3.7037 	5.1318 	6.0079 	-999	-999	-999	-999	-999	1	0	0
62	a99	c	circle	4	0.9435546874999972	-1	118	3 	 4.2052828865627045 	 2 	 1.0	3.0	-999.0	1	-1	1	-1	-999	-0.0	-999	1.7936 	2.5439 	4.4091 	5.45 	-999	-999	-999	-999	-999	2.7148 	4.4711 	5.6048 	-999	-999	-999	-999	-999	-999	2.1214 	3.3473 	4.8444 	-999	-999	-999	-999	-999	-999	0	0	0
63	a99	c	circle	8	0.1	1	98	3 	 4.574642442745043 	 3 	 7.0	3.0	3.0	2	1	-1	-1	-999	-999	-0.0	1.7409 	2.9994 	4.5526 	6.5221 	-999	-999	-999	-999	-999	2.1515 	3.7999 	4.3629 	5.7352 	-999	-999	-999	-999	-999	2.1935 	3.6165 	5.3887 	-999	-999	-999	-999	-999	-999	3	0	0
64	a99	c	circle	8	0.34355468750001705	-1	80	0 	 4.740948756218431 	 2 	 0.0	7.0	2.0	1	-1	1	-1	-999	-1.0	-999	1.945 	3.3295 	4.2128 	4.9416 	6.7072 	-999	-999	-999	-999	2.3925 	2.8993 	4.7508 	6.2709 	-999	-999	-999	-999	-999	1.9854 	3.2071 	3.9266 	4.7086 	5.5887 	-999	-999	-999	-999	1	0	0
65	a99	c	circle	4	0.1	-1	92	3 	 3.735710969995553 	 2 	 3.0	0.0	3.0	0	-1	1	-1	0.0	-999	-999	2.6663 	4.1982 	-999	-999	-999	-999	-999	-999	-999	2.4209 	4.1231 	-999	-999	-999	-999	-999	-999	-999	2.1141 	3.5976 	4.3342 	-999	-999	-999	-999	-999	-999	1	0	0
66	a99	c	circle	4	0.8435546875000028	-1	98	0 	 3.554432011890224 	 3 	 0.0	3.0	2.0	0	-1	1	-1	1.0	-999	-999	2.2805 	4.0453 	-999	-999	-999	-999	-999	-999	-999	3.1339 	4.6994 	-999	-999	-999	-999	-999	-999	-999	3.0255 	3.7546 	5.0298 	-999	-999	-999	-999	-999	-999	5	0	0
67	a99	c	circle	8	0.34355468749998863	-1	113	0 	 5.307967309741617 	 3 	 5.0	1.0	5.0	2	-1	1	-1	-999	-999	-3.0	1.9274 	3.1463 	4.0976 	4.8975 	5.4787 	6.941 	-999	-999	-999	1.9522 	3.7207 	5.4744 	6.9149 	-999	-999	-999	-999	-999	3.0083 	4.917 	5.8339 	-999	-999	-999	-999	-999	-999	1	0	0
68	a99	c	circle	8	0.2935546874999915	1	112	0 	 4.817278827729331 	 3 	 3.0	2.0	4.0	2	1	-1	-1	-999	-999	-1.0	3.1796 	3.8067 	5.6574 	-999	-999	-999	-999	-999	-999	2.7803 	3.772 	5.1819 	-999	-999	-999	-999	-999	-999	2.0712 	3.6404 	5.4278 	-999	-999	-999	-999	-999	-999	3	0	0
69	a99	c	circle	8	0.1	1	115	3 	 4.137186635294033 	 2 	 5.0	5.0	0.0	1	1	-1	-1	-999	-0.0	-999	2.096 	3.1051 	4.7585 	-999	-999	-999	-999	-999	-999	2.6828 	4.2286 	6.1103 	-999	-999	-999	-999	-999	-999	1.9289 	3.8258 	4.8484 	-999	-999	-999	-999	-999	-999	1	0	0
70	a99	c	circle	4	0.7935546875000057	-1	88	3 	 3.9489586323154118 	 3 	 0.0	1.0	0.0	0	-1	1	-1	0.0	-999	-999	2.6769 	4.3157 	-999	-999	-999	-999	-999	-999	-999	3.0377 	3.9786 	5.3598 	-999	-999	-999	-999	-999	-999	1.8382 	2.5945 	4.5662 	-999	-999	-999	-999	-999	-999	3	0	0
71	a99	c	circle	8	0.24355468750002274	1	122	0 	 4.517831629293251 	 2 	 2.0	6.0	3.0	0	1	-1	-1	-1.0	-999	-999	2.0055 	3.2453 	3.7497 	5.5881 	-999	-999	-999	-999	-999	2.9863 	4.5934 	6.3695 	-999	-999	-999	-999	-999	-999	1.8435 	2.4476 	3.4187 	4.2295 	5.8715 	-999	-999	-999	-999	1	0	0
72	a99	c	circle	4	0.9435546874999972	1	87	0 	 4.39132448976979 	 2 	 1.0	2.0	1.0	1	1	-1	-1	-999	1.0	-999	2.5369 	4.0936 	5.1829 	-999	-999	-999	-999	-999	-999	3.0762 	3.8621 	4.9525 	-999	-999	-999	-999	-999	-999	1.9817 	2.4908 	3.6931 	4.371 	5.1893 	-999	-999	-999	-999	3	0	0
73	a99	c	circle	4	0.8435546875000028	-1	112	3 	 5.659503524877283 	 2 	 2.0	1.0	1.0	1	-1	1	-1	-999	0.0	-999	1.7228 	2.3777 	3.9676 	5.5259 	6.6766 	-999	-999	-999	-999	3.0971 	4.2705 	5.9919 	-999	-999	-999	-999	-999	-999	1.8282 	3.8191 	5.593 	6.683 	-999	-999	-999	-999	-999	3	0	0
74	a99	c	circle	4	0.8435546875000028	-1	93	0 	 4.78857581748694 	 2 	 1.0	2.0	1.0	2	-1	1	-1	-999	-999	2.0	2.4282 	4.383 	6.166 	-999	-999	-999	-999	-999	-999	2.2532 	3.8268 	4.719 	6.3962 	-999	-999	-999	-999	-999	1.7263 	2.9784 	4.6937 	5.6314 	-999	-999	-999	-999	-999	4	0	0
75	a99	c	circle	4	0.7435546875000085	-1	113	0 	 3.4448559788848363 	 2 	 1.0	3.0	1.0	2	-1	1	-1	-999	-999	1.0	2.3091 	4.0237 	-999	-999	-999	-999	-999	-999	-999	2.6254 	3.1496 	4.2296 	-999	-999	-999	-999	-999	-999	2.2863 	3.2675 	4.0695 	-999	-999	-999	-999	-999	-999	2	0	0
76	a99	c	circle	8	0.14355468750002842	1	83	3 	 5.223735650212043 	 2 	 0.0	2.0	2.0	0	1	-1	-1	0.0	-999	-999	3.1285 	5.0309 	6.1332 	-999	-999	-999	-999	-999	-999	2.9201 	3.7858 	5.4 	6.736 	-999	-999	-999	-999	-999	3.0836 	4.2378 	5.7542 	-999	-999	-999	-999	-999	-999	3	0	0
77	a99	c	circle	8	0.14355468750002842	-1	103	3 	 5.3949187978194 	 2 	 2.0	1.0	5.0	0	-1	1	-1	0.0	-999	-999	2.8477 	3.9334 	5.4857 	6.9022 	-999	-999	-999	-999	-999	1.8314 	3.1467 	4.0076 	5.104 	6.862 	-999	-999	-999	-999	1.9913 	3.6328 	4.1957 	6.009 	-999	-999	-999	-999	-999	4	0	0
78	a99	c	circle	4	0.02	1	104	3 	 3.349364404937442 	 2 	 1.0	0.0	0.0	2	1	-1	-1	-999	-999	0.0	3.0791 	4.5177 	-999	-999	-999	-999	-999	-999	-999	2.9066 	4.137 	-999	-999	-999	-999	-999	-999	-999	2.7935 	4.7512 	-999	-999	-999	-999	-999	-999	-999	4	0	0
79	a99	c	circle	8	0.24355468749999432	1	85	3 	 4.662170172633972 	 3 	 6.0	1.0	5.0	2	1	-1	-1	-999	-999	-0.0	1.8382 	3.6071 	5.5509 	-999	-999	-999	-999	-999	-999	3.1339 	3.7889 	4.8327 	5.4162 	-999	-999	-999	-999	-999	1.8168 	3.3334 	5.2081 	-999	-999	-999	-999	-999	-999	2	0	0
80	a99	c	circle	8	0.24355468749999432	-1	89	3 	 5.283098564888261 	 3 	 0.0	0.0	2.0	2	-1	1	-1	-999	-999	0.0	2.5615 	3.5933 	4.7921 	6.537 	-999	-999	-999	-999	-999	1.7532 	2.3087 	4.1816 	4.7183 	6.2935 	-999	-999	-999	-999	2.0778 	4.004 	5.1167 	6.4617 	-999	-999	-999	-999	-999	5	0	0
81	a99	c	circle	4	0.7935546875000057	1	91	0 	 5.505234916327621 	 3 	 2.0	1.0	3.0	2	1	-1	-1	-999	-999	2.0	2.9179 	4.4728 	6.3114 	-999	-999	-999	-999	-999	-999	2.2855 	3.2568 	4.5752 	6.1043 	-999	-999	-999	-999	-999	1.9899 	2.5143 	4.2444 	5.4124 	5.9923 	-999	-999	-999	-999	1	0	0
82	a99	c	circle	4	0.7435546875000085	-1	107	3 	 3.8309553780848624 	 3 	 0.0	1.0	3.0	1	-1	1	-1	-999	0.0	-999	2.7525 	4.6192 	-999	-999	-999	-999	-999	-999	-999	2.0695 	3.3777 	5.2231 	-999	-999	-999	-999	-999	-999	1.9668 	2.5143 	4.2001 	-999	-999	-999	-999	-999	-999	6	0	0
83	a99	c	circle	4	0.7435546875000085	1	86	3 	 4.162147946217186 	 3 	 3.0	1.0	3.0	0	1	-1	-1	-0.0	-999	-999	2.0118 	2.5554 	3.4972 	4.7255 	-999	-999	-999	-999	-999	2.0101 	3.2311 	4.379 	6.1704 	-999	-999	-999	-999	-999	2.1712 	4.1091 	4.8435 	-999	-999	-999	-999	-999	-999	2	0	0
84	a99	c	circle	8	0.14355468750002842	1	96	3 	 5.621988179812967 	 2 	 2.0	4.0	2.0	2	1	-1	-1	-999	-999	0.0	2.3792 	3.3531 	4.6169 	5.7116 	7.6307 	-999	-999	-999	-999	3.1685 	3.8386 	5.7245 	6.8406 	-999	-999	-999	-999	-999	2.6128 	4.3347 	5.0058 	6.8064 	-999	-999	-999	-999	-999	4	0	0
85	a99	c	circle	4	0.1	-1	85	3 	 3.9908927293218177 	 2 	 0.0	2.0	0.0	1	-1	1	-1	-999	0.0	-999	2.3697 	3.1134 	4.2796 	5.4857 	-999	-999	-999	-999	-999	2.2297 	3.1876 	4.7817 	-999	-999	-999	-999	-999	-999	2.5 	3.586 	4.8136 	-999	-999	-999	-999	-999	-999	4	0	0
86	a99	c	circle	4	0.7435546875000085	-1	126	0 	 5.274814008127251 	 3 	 2.0	2.0	3.0	0	-1	1	-1	-1.0	-999	-999	1.7341 	2.8784 	4.5474 	5.943 	-999	-999	-999	-999	-999	2.1104 	3.7385 	5.1778 	6.2408 	-999	-999	-999	-999	-999	1.7846 	3.5101 	4.5434 	5.5388 	6.3551 	-999	-999	-999	-999	3	0	0
87	a99	c	circle	8	0.24355468749999432	-1	107	3 	 4.707707740000909 	 3 	 2.0	3.0	6.0	1	-1	1	-1	-999	0.0	-999	1.7961 	3.2959 	4.2776 	4.9776 	5.5097 	-999	-999	-999	-999	2.9966 	4.4199 	5.262 	-999	-999	-999	-999	-999	-999	2.6625 	4.4198 	6.1612 	-999	-999	-999	-999	-999	-999	3	0	0
88	a99	c	circle	8	0.02	1	88	3 	 3.319149391395756 	 2 	 6.0	5.0	1.0	2	1	-1	-1	-999	-999	-0.0	1.8743 	3.0163 	4.2539 	-999	-999	-999	-999	-999	-999	2.0429 	3.3157 	5.1298 	-999	-999	-999	-999	-999	-999	2.0237 	2.8445 	3.8507 	-999	-999	-999	-999	-999	-999	3	0	0
89	a99	c	circle	4	0.6435546875000142	1	128	3 	 3.306786044695612 	 2 	 1.0	1.0	2.0	2	1	-1	-1	-999	-999	0.0	1.725 	2.8103 	3.4433 	4.5676 	-999	-999	-999	-999	-999	2.8714 	3.4878 	5.2569 	-999	-999	-999	-999	-999	-999	2.6502 	4.4712 	-999	-999	-999	-999	-999	-999	-999	1	0	0
90	a99	c	circle	8	0.1	-1	94	3 	 5.443428579207023 	 2 	 1.0	7.0	1.0	0	-1	1	-1	0.0	-999	-999	2.8018 	3.8628 	5.5101 	6.4348 	-999	-999	-999	-999	-999	2.0794 	3.1009 	5.0285 	6.4341 	-999	-999	-999	-999	-999	3.0489 	3.9296 	5.4049 	6.975 	-999	-999	-999	-999	-999	5	0	0
91	a99	c	circle	4	0.6935546875000114	1	102	3 	 3.952203511459593 	 3 	 3.0	1.0	3.0	0	1	-1	-1	-0.0	-999	-999	1.8262 	3.0205 	3.9684 	5.9433 	-999	-999	-999	-999	-999	2.5957 	3.5767 	5.0297 	-999	-999	-999	-999	-999	-999	2.4385 	3.7611 	4.7209 	-999	-999	-999	-999	-999	-999	1	0	0
92	a99	c	circle	8	0.2935546874999915	1	96	0 	 3.5261568503538365 	 3 	 3.0	4.0	4.0	0	1	-1	-1	1.0	-999	-999	2.3563 	4.2446 	-999	-999	-999	-999	-999	-999	-999	2.6426 	4.1268 	-999	-999	-999	-999	-999	-999	-999	1.7386 	3.1718 	4.541 	-999	-999	-999	-999	-999	-999	3	0	0
93	a99	c	circle	8	0.24355468750002274	1	121	3 	 4.086242004449177 	 2 	 4.0	1.0	6.0	2	1	-1	-1	-999	-999	-0.0	2.2907 	3.6094 	5.5086 	-999	-999	-999	-999	-999	-999	1.8961 	2.4104 	4.3384 	6.2734 	-999	-999	-999	-999	-999	2.9333 	4.2308 	5.3373 	-999	-999	-999	-999	-999	-999	1	0	0
94	a99	c	circle	4	0.6435546875000142	-1	87	3 	 3.526701706751376 	 2 	 1.0	1.0	1.0	2	-1	1	-1	-999	-999	-0.0	2.5481 	3.6037 	4.9833 	-999	-999	-999	-999	-999	-999	2.5621 	3.0696 	4.0397 	-999	-999	-999	-999	-999	-999	1.8137 	3.32 	4.4954 	-999	-999	-999	-999	-999	-999	3	0	0
95	a99	c	circle	8	0.24355468750002274	1	115	3 	 3.6600770643549905 	 2 	 2.0	5.0	3.0	0	1	-1	-1	-0.0	-999	-999	2.7989 	4.2031 	-999	-999	-999	-999	-999	-999	-999	2.8032 	4.4179 	-999	-999	-999	-999	-999	-999	-999	2.5709 	4.386 	-999	-999	-999	-999	-999	-999	-999	5	0	0
96	a99	c	circle	8	0.02	-1	126	3 	 3.2347679283436026 	 3 	 6.0	7.0	3.0	2	-1	1	-1	-999	-999	0.0	2.2611 	2.9992 	4.0595 	-999	-999	-999	-999	-999	-999	2.8496 	3.4312 	4.7862 	-999	-999	-999	-999	-999	-999	2.9852 	4.2444 	-999	-999	-999	-999	-999	-999	-999	3	0	0
97	a99	c	circle	4	0.6935546875000114	-1	112	3 	 5.570316334486849 	 3 	 1.0	3.0	1.0	1	-1	1	-1	-999	0.0	-999	3.1941 	5.0065 	6.1891 	-999	-999	-999	-999	-999	-999	2.4802 	3.4632 	3.9765 	5.1772 	6.1364 	-999	-999	-999	-999	3.1073 	4.6145 	6.4749 	-999	-999	-999	-999	-999	-999	2	0	0
98	a99	c	circle	8	0.24355468749999432	-1	109	3 	 3.3225120964016353 	 3 	 6.0	2.0	2.0	2	-1	1	-1	-999	-999	0.0	2.4315 	3.6703 	-999	-999	-999	-999	-999	-999	-999	2.97 	4.3415 	-999	-999	-999	-999	-999	-999	-999	2.7667 	4.0322 	-999	-999	-999	-999	-999	-999	-999	6	0	0
99	a99	c	circle	8	0.24355468749999432	1	125	3 	 3.2202816900834144 	 3 	 4.0	2.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.9833 	3.6768 	-999	-999	-999	-999	-999	-999	-999	2.5844 	3.3309 	4.9482 	-999	-999	-999	-999	-999	-999	2.2034 	3.7693 	-999	-999	-999	-999	-999	-999	-999	3	0	0
100	a99	c	circle	8	0.24355468749999432	1	117	0 	 3.3037059537471243 	 3 	 2.0	4.0	2.0	2	1	-1	-1	-999	-999	-1.0	2.8866 	4.8784 	-999	-999	-999	-999	-999	-999	-999	2.9235 	4.6555 	-999	-999	-999	-999	-999	-999	-999	2.8753 	4.0648 	-999	-999	-999	-999	-999	-999	-999	1	0	0
101	a99	c	circle	4	0.6935546875000114	1	100	0 	 3.971573067213864 	 3 	 2.0	0.0	0.0	0	1	-1	-1	1.0	-999	-999	2.2647 	3.4952 	4.3215 	-999	-999	-999	-999	-999	-999	2.6976 	3.6728 	4.9784 	-999	-999	-999	-999	-999	-999	3.1756 	5.024 	-999	-999	-999	-999	-999	-999	-999	3	0	0
102	a99	c	circle	4	0.6435546875000142	-1	104	3 	 5.000006718230444 	 2 	 3.0	0.0	1.0	1	-1	1	-1	-999	0.0	-999	2.6737 	3.8375 	4.7286 	6.4617 	-999	-999	-999	-999	-999	2.7267 	3.9018 	5.3551 	-999	-999	-999	-999	-999	-999	2.694 	4.661 	5.8131 	-999	-999	-999	-999	-999	-999	2	0	0
103	a99	c	circle	8	0.1	1	88	3 	 3.918614730285035 	 3 	 5.0	4.0	6.0	0	1	-1	-1	0.0	-999	-999	2.2148 	3.1788 	4.358 	-999	-999	-999	-999	-999	-999	2.241 	3.7313 	4.3894 	-999	-999	-999	-999	-999	-999	3.0522 	3.8543 	4.5774 	-999	-999	-999	-999	-999	-999	2	0	0
104	a99	c	circle	4	0.7435546875000085	1	112	0 	 4.3187625713779365 	 2 	 1.0	1.0	0.0	2	1	-1	-1	-999	-999	2.0	1.9095 	3.7694 	5.1818 	-999	-999	-999	-999	-999	-999	2.2805 	3.4351 	4.2611 	5.7983 	-999	-999	-999	-999	-999	2.2458 	3.382 	4.0594 	5.9927 	-999	-999	-999	-999	-999	3	0	0
105	a99	c	circle	8	0.19355468749999716	-1	98	3 	 4.968711621185341 	 3 	 2.0	7.0	4.0	0	-1	1	-1	-0.0	-999	-999	2.9711 	4.9201 	6.1263 	-999	-999	-999	-999	-999	-999	2.939 	3.7495 	5.402 	-999	-999	-999	-999	-999	-999	1.7799 	2.724 	4.5473 	6.0038 	-999	-999	-999	-999	-999	3	0	0
106	a99	c	circle	8	0.24355468750002274	-1	112	3 	 4.281166546239077 	 2 	 5.0	7.0	2.0	0	-1	1	-1	-0.0	-999	-999	2.3912 	3.5277 	5.1475 	-999	-999	-999	-999	-999	-999	3.1709 	3.7251 	5.0067 	-999	-999	-999	-999	-999	-999	2.0464 	2.7736 	4.4921 	5.7922 	-999	-999	-999	-999	-999	4	0	0
107	a99	c	circle	8	0.34355468750001705	-1	95	3 	 5.309719162075245 	 2 	 5.0	3.0	2.0	0	-1	1	-1	-0.0	-999	-999	2.1743 	2.8654 	3.552 	4.8208 	5.5299 	6.1303 	-999	-999	-999	1.7756 	2.7352 	4.3993 	5.0927 	6.3077 	-999	-999	-999	-999	2.7041 	3.3931 	4.7168 	6.4502 	-999	-999	-999	-999	-999	4	0	0
108	a99	c	circle	4	0.1	1	124	3 	 4.0108870887559585 	 2 	 0.0	1.0	2.0	2	1	-1	-1	-999	-999	-0.0	2.0395 	2.8908 	3.943 	4.7968 	-999	-999	-999	-999	-999	2.7286 	4.2383 	5.28 	-999	-999	-999	-999	-999	-999	2.1144 	3.894 	4.8867 	-999	-999	-999	-999	-999	-999	2	0	0
109	a99	c	circle	4	0.6935546875000114	-1	120	0 	 3.5824456519273578 	 2 	 1.0	1.0	1.0	2	-1	1	-1	-999	-999	-1.0	2.421 	2.9603 	4.4315 	-999	-999	-999	-999	-999	-999	2.3482 	3.4946 	4.9673 	-999	-999	-999	-999	-999	-999	2.4987 	3.1152 	4.3136 	-999	-999	-999	-999	-999	-999	4	0	0
110	a99	c	circle	4	0.6435546875000142	1	86	3 	 4.391862092105141 	 2 	 3.0	0.0	2.0	2	1	-1	-1	-999	-999	0.0	2.9998 	4.8457 	-999	-999	-999	-999	-999	-999	-999	2.0021 	3.1461 	5.1275 	-999	-999	-999	-999	-999	-999	1.9311 	3.5845 	4.1643 	4.7982 	-999	-999	-999	-999	-999	4	0	0
111	a99	c	circle	4	0.02	1	80	3 	 4.23322999565004 	 3 	 3.0	1.0	3.0	0	1	-1	-1	0.0	-999	-999	2.0786 	2.8253 	4.7028 	-999	-999	-999	-999	-999	-999	2.4893 	3.9633 	5.1015 	-999	-999	-999	-999	-999	-999	1.8722 	3.7693 	5.4823 	-999	-999	-999	-999	-999	-999	3	0	0
112	a99	c	circle	4	0.1	-1	114	3 	 5.296463755693903 	 3 	 0.0	1.0	0.0	1	-1	1	-1	-999	0.0	-999	3.0902 	4.8513 	5.6915 	-999	-999	-999	-999	-999	-999	2.1484 	3.7694 	4.3296 	5.1047 	5.7221 	-999	-999	-999	-999	2.5549 	3.6199 	5.1022 	6.3487 	-999	-999	-999	-999	-999	3	0	0
113	a99	c	circle	4	0.6435546875000142	-1	102	3 	 4.024782015341765 	 2 	 1.0	0.0	1.0	1	-1	1	-1	-999	0.0	-999	1.7402 	2.5439 	4.4981 	-999	-999	-999	-999	-999	-999	3.1532 	3.7343 	4.3227 	6.1166 	-999	-999	-999	-999	-999	2.4824 	3.833 	4.643 	-999	-999	-999	-999	-999	-999	5	0	0
114	a99	c	circle	4	0.6435546875000142	1	96	3 	 4.94609741610303 	 2 	 0.0	0.0	3.0	0	1	-1	-1	0.0	-999	-999	1.953 	3.3786 	5.2737 	-999	-999	-999	-999	-999	-999	2.7967 	3.4012 	4.6507 	5.8411 	-999	-999	-999	-999	-999	2.9528 	4.2342 	4.9063 	6.1796 	-999	-999	-999	-999	-999	4	0	0
115	a99	c	circle	8	0.19355468749999716	1	120	3 	 5.591709183783301 	 3 	 1.0	2.0	6.0	2	1	-1	-1	-999	-999	-0.0	2.8848 	4.8581 	5.3963 	6.5336 	-999	-999	-999	-999	-999	1.7108 	2.6108 	3.3882 	5.029 	6.2337 	-999	-999	-999	-999	1.7371 	2.5853 	3.934 	4.7702 	5.8012 	7.7095 	-999	-999	-999	3	0	0
116	a99	c	circle	8	0.34355468750001705	1	80	0 	 4.953331307154042 	 2 	 5.0	4.0	2.0	2	1	-1	-1	-999	-999	3.0	2.552 	4.5408 	5.8553 	-999	-999	-999	-999	-999	-999	1.9366 	3.5291 	4.6172 	6.0573 	-999	-999	-999	-999	-999	2.5581 	4.1381 	6.0219 	-999	-999	-999	-999	-999	-999	3	0	0
117	a99	c	circle	8	0.2935546875000199	-1	121	3 	 5.34205219909887 	 2 	 1.0	2.0	6.0	1	-1	1	-1	-999	0.0	-999	2.5622 	3.5144 	4.9669 	5.6268 	7.4935 	-999	-999	-999	-999	1.8638 	3.0085 	4.0465 	4.8967 	6.5587 	-999	-999	-999	-999	2.7228 	3.9342 	4.4966 	5.9732 	-999	-999	-999	-999	-999	2	0	0
118	a99	c	circle	8	0.2935546875000199	-1	114	3 	 5.46994754490329 	 2 	 0.0	6.0	3.0	1	-1	1	-1	-999	0.0	-999	2.4952 	3.996 	5.6528 	7.1657 	-999	-999	-999	-999	-999	2.2314 	2.965 	4.5647 	5.4657 	7.3504 	-999	-999	-999	-999	2.3719 	3.6007 	5.3399 	6.8105 	-999	-999	-999	-999	-999	4	0	0
119	a99	c	circle	4	0.6435546875000142	-1	121	3 	 4.2231362107709005 	 3 	 0.0	3.0	1.0	2	-1	1	-1	-999	-999	-0.0	2.3115 	4.1852 	5.6019 	-999	-999	-999	-999	-999	-999	2.6843 	4.3336 	5.0058 	-999	-999	-999	-999	-999	-999	2.019 	3.9503 	5.8092 	-999	-999	-999	-999	-999	-999	5	0	0
